wtime	utime	stime	rss	pss	vmem	rchar	wchar	nthreads	nprocs
335.0	335.72704069154435	32.89175083685886	513390	498086	1076916	21296764	12699073	3	1
336.0	336.82901247186027	32.983781306846744	523981	500729	1044773	21345227	12727158	3	1
337.0	337.88141642623725	33.07295675091849	522044	494865	1036777	21391610	12754200	3	1
338.0	339.0434593409792	33.212151763139616	519911	497816	1065179	21441876	12784307	3	1
339.0	339.96897956474544	33.31579812403657	512607	498399	975874	21493838	12806603	5	1
340.0	341.1081878892039	33.45617279641937	504612	493766	958723	21539595	12835656	4	1
341.0	342.1816982319975	33.578847037151505	512871	501936	1126132	21588382	12865385	3	1
342.0	343.0598807560601	33.663959044248905	509188	497471	1093531	21640720	12891308	3	1
343.0	343.9104785036584	33.7633154124038	1759551	1686696	1088913	21686910	12925847	3	1
344.0	344.99156794446185	33.85230126622433	1716299	1659978	953441	21728621	12954064	3	1
345.0	345.85495254955157	33.985158694044365	530097	514795	960584	21770938	12983351	27	1
346.0	346.9726841654488	34.05391847524146	510977	496686	955612	23093069	13776107	3	1
347.0	347.9955221814997	34.19755970346762	518028	489656	1126760	23136477	13805862	27	1
348.0	348.98626900648486	34.30560215289281	504178	492000	1072143	23184738	13839786	30	1
349.0	349.8964806208534	34.41677794828962	520015	503796	1044829	24875199	14856487	3	1
350.0	351.0900188588234	34.518458088314816	526371	506682	1151444	26170968	15640320	3	1
351.0	352.1788857031876	34.623907736019305	506531	496591	941456	26219555	15673584	3	1
352.0	353.2901111620535	34.74067527766159	535177	506394	1083016	26280217	15708734	3	1
353.0	354.3975955331196	34.85617880317167	515778	503707	966202	26332257	15739480	5	1
354.0	355.43120176399026	34.92759351205867	522657	499052	1004845	26380419	15774191	5	1
355.0	356.6070813007738	35.035837528145976	521216	498697	1134194	26429634	15806568	4	1
356.0	357.64060990212687	35.12130017221482	527132	500904	1131918	26481781	15837000	5	1
357.0	358.64862813616855	35.23500320279511	527617	504387	971195	26540260	15868051	5	1
358.0	359.5581123131377	35.33978666082191	527475	501986	1002106	26587606	15892587	5	1
359.0	360.4708066810744	35.407754654193155	514916	496615	1049297	26633817	15923463	3	1
360.0	361.56556024346725	35.53122804594706	518868	499128	946697	26676923	15948832	5	1
361.0	362.4994672121231	35.62692939069501	534415	509906	1079537	26727439	15973956	4	1
362.0	363.59095151018175	35.732073545923626	522678	501256	1063021	26770410	16004535	4	1
363.0	364.7720342137077	35.849337832416104	524753	504346	1005630	26818092	16031193	5	1
364.0	365.7477571884192	35.96462500980782	516886	502699	991000	26863548	16061171	4	1
365.0	366.58668744557104	36.089517891816826	516570	501366	977160	26918919	16091587	3	1
366.0	367.6533060381028	36.16019306468114	517732	500543	1125689	26966377	16122136	3	1
367.0	368.457115250781	36.22123218805488	514764	504486	1006646	27018361	16149423	3	1
368.0	369.5719166592899	36.33815014552231	522072	503593	1061951	27060341	16182120	3	1
369.0	370.5821779061054	36.41174864018888	511401	501319	982212	27110999	16211852	4	1
370.0	371.5780707877089	36.473209127043866	517683	496531	1077333	27154983	16243175	5	1
371.0	372.60584765194	36.536332876324806	526101	501927	968329	27202854	16269586	4	1
372.0	373.6124110695139	36.61761288871476	520893	499664	952535	27263910	16299051	4	1
373.0	374.54192197823227	36.766791593519685	522255	498458	1095542	27318571	16332343	3	1
374.0	375.45452554210397	36.83251762618839	523662	513393	1094803	27367929	16365253	4	1
375.0	376.4206445263535	36.912371282418235	503321	492304	959330	27433924	16392861	5	1
376.0	377.5786082391197	37.05444469760645	528991	504792	1027311	27479348	16421225	3	1
377.0	378.43275642303485	37.20077550392053	521519	495686	1138427	27535174	16448259	4	1
378.0	379.3626622617095	37.273659840035684	525041	500655	966986	27577511	16476289	5	1
379.0	380.2395824328892	37.41170510974075	536700	512842	1005379	27626291	16502092	4	1
380.0	381.21043722358417	37.475596904193054	519103	495188	1023679	27669552	16531678	4	1
381.0	382.06383659123344	37.60175054532311	520992	496380	996575	27720839	16563577	3	1
382.0	383.1681548367943	37.653051361387845	524395	499912	1080047	27771119	16591222	5	1
383.0	384.00954179382813	37.74371332431194	520314	495763	1080297	27819580	16620950	4	1
384.0	385.07564663127505	37.81844684498368	516002	504420	1037450	27875040	16650289	3	1
385.0	385.9827307612227	37.938847646399594	508532	497327	1039684	27922205	16683454	4	1
386.0	386.97160675996577	37.990453259535116	520605	503270	1027345	27973839	16711619	5	1
387.0	387.85160194465277	38.086943430140266	513632	493354	1080763	28027942	16739893	5	1
388.0	388.9436914164431	38.20661633261476	515761	490965	937056	28070526	16767355	3	1
389.0	390.1230018121504	38.26128681993978	515511	498855	992439	28116784	16793943	4	1
390.0	391.0116999271076	38.401026838152774	507416	492157	1052266	28167053	16825530	5	1
391.0	392.1929612101927	38.48714657889242	533609	507591	1030857	28220204	16855125	5	1
392.0	393.1230707305973	38.553673162116645	507108	492350	928725	28277310	16885289	4	1
393.0	394.1462095974181	38.62621961171969	520954	494811	1009612	28326231	16919113	3	1
394.0	395.2268455778523	38.71011020459774	515666	502068	1074957	28374648	16953110	5	1
395.0	396.1065530242784	38.77994771477997	514156	497068	950570	28420285	16978171	4	1
396.0	397.0844585992515	38.88100559017149	510155	492408	1066150	28471935	17010114	4	1
397.0	397.9115895915171	38.994298763821426	526516	510199	1111045	28520450	17040791	5	1
398.0	398.9904111019283	39.08764177470976	504958	494991	1037244	28569080	17069407	4	1
399.0	399.9570575498181	39.18034498969927	513700	499018	974845	28618610	17100390	4	1
400.0	401.11371536287396	39.30851494163614	515672	498954	1094317	28671368	17125211	3	1
401.0	402.02331211830324	39.388616612931926	519939	503551	980490	28718550	17159598	5	1
402.0	403.1927526480328	39.500893496322654	528141	502311	1142015	28764689	17191143	4	1
403.0	404.04916858590593	39.640185654827	506722	495865	1055330	28816847	17218548	5	1
404.0	405.0919551723115	39.7123370913366	516091	498370	940261	28851719	17246791	3	1
405.0	406.0150784442604	39.824327164339046	509591	498865	1080188	28898700	17271682	5	1
406.0	406.8877910886417	39.96912434234452	532572	503744	1066514	28942944	17300740	4	1
407.0	407.72536595732936	40.07210386784007	519661	494158	1029479	28998960	17329292	3	1
408.0	408.7876229808608	40.21979364020979	540332	510090	1063483	29046755	17355317	3	1
409.0	409.6808901541645	40.30079824462827	524193	496204	1070744	29093952	17387647	3	1
410.0	410.7100159189929	40.40722763389489	516271	499956	1078919	29143709	17421477	3	1
411.0	411.901783408127	40.48833120901499	517755	494200	1117518	29190732	17451395	4	1
412.0	412.82816813623884	40.53870315152173	509430	493509	972594	29238719	17480478	5	1
413.0	413.64214584732554	40.6884339615663	523149	495627	1073664	29289204	17511783	5	1
414.0	414.4992748930841	40.762439968370025	1886772	1820454	1064622	29337094	17541724	5	1
415.0	415.34700369684856	40.9097501668937	1301338	1257288	1066782	29384948	17568478	4	1
416.0	416.33231710773066	41.02505344955841	1889792	1788624	1044754	29429897	17596520	4	1
417.0	417.4301773355949	41.16544681045327	2117927	2010429	1037676	29474128	17625630	3	1
418.0	418.3487550899077	41.312167085158634	525183	496085	1105486	30078663	17988914	3	1
419.0	419.2070921982452	41.41895000579283	506759	495530	972980	30130196	18018942	4	1
420.0	420.2633989047768	41.56891914022295	512843	498035	965797	30173056	18049573	5	1
421.0	421.1838709883165	41.69565213115049	521140	504964	1051834	30226855	18074998	3	1
422.0	422.21393912804143	41.79803358675984	519601	501074	990902	30280676	18106994	3	1
423.0	423.3874537519105	41.91352791517893	518944	499501	940999	30335549	18137004	3	1
424.0	424.3039925338811	41.98295505091159	508437	492834	925676	30387048	18174662	3	1
425.0	425.3089891796756	42.034058313055624	519800	494286	1080147	30440234	18203500	3	1
426.0	426.4317139451281	42.10973724781634	507887	493607	1111897	30501159	18234470	3	1
427.0	427.50840119012713	42.203234333988334	530777	506534	1051934	30549651	18272958	3	1
428.0	428.6089924600388	42.27603959267451	529831	502652	984863	30594423	18303540	4	1
429.0	429.7180202099812	42.37744318247313	517575	495691	1101004	30636753	18333337	5	1
430.0	430.73398661811484	42.49323759669559	514164	497178	979265	30695531	18360376	3	1
431.0	431.74841146127574	42.6088169816056	509517	495873	1120047	30754375	18394961	3	1
432.0	432.8359672934551	42.748193424658915	508145	495570	1029149	30799752	18421484	5	1
433.0	433.91502660150053	42.894825334307235	527299	502301	998205	30846115	18452765	3	1
434.0	434.9830496671124	43.033894835643224	517889	498562	1034950	30894495	18481344	5	1
435.0	435.9359035439695	43.14591233157792	521559	510405	1008775	30950617	18510776	4	1
436.0	437.06732060221145	43.21648874703703	536299	506251	1132551	30994180	18536505	5	1
437.0	437.9618017579598	43.360833862954024	530280	506547	976949	31034347	18570534	3	1
438.0	438.8240945445009	43.42831990243076	530420	503356	1136586	31095185	18599701	29	1
439.0	439.7621594321472	43.493462640681805	516571	497886	1088381	32663920	19536358	4	1
440.0	440.66369192830916	43.575219573472346	532271	502988	1141480	33672299	20143780	3	1
441.0	441.7289649331904	43.68258012960617	512197	498255	1105320	33721273	20172268	15	1
442.0	442.6213720736504	43.80072739280475	522077	508151	987724	33773602	20203272	28	1
443.0	443.68396800899075	43.85205666053932	1160841	1099684	1064333	33816031	20235796	3	1
444.0	444.6892571269271	43.979858887711295	1775749	1682106	1132512	33861826	20267218	4	1
445.0	445.5502371541572	44.047360842620016	520641	500635	1015747	34603474	20705301	5	1
446.0	446.45359565980556	44.12700932777132	1729773	1687534	951182	34642120	20737387	3	1
447.0	447.46228637352687	44.20921800035089	1436833	1392000	975010	34690607	20767085	3	1
448.0	448.5555284950963	44.29246260024076	534735	509191	1014269	35752005	21404029	4	1
449.0	449.5148291527662	44.41849936046171	525938	499069	1129730	36419934	21805367	3	1
450.0	450.4079622096374	44.47259379668193	1255121	1213962	1011997	36467178	21830537	5	1
451.0	451.3259934932749	44.54224557852116	507379	496238	1052008	36512199	21861114	3	1
452.0	452.1640403689843	44.594477501636405	514675	491745	1124487	36553089	21887020	3	1
453.0	452.97410016942035	44.72230744730758	528220	503268	1014011	36603813	21916163	3	1
454.0	454.1633518942191	44.87067968114409	513096	494808	1079802	36652312	21946632	3	1
455.0	455.00191586796547	44.986634397070745	522541	500843	945333	36695435	21979854	3	1
456.0	455.85187080600974	45.09564831516263	535755	505671	986672	36745748	22007395	4	1
457.0	457.0002564400416	45.23645493650148	511439	496639	953705	36794273	22041750	4	1
458.0	458.0656585343293	45.31195033513783	520061	498659	1001101	36841968	22074590	4	1
459.0	459.04008754682746	45.36859656565163	515412	493483	1010824	36881184	22103302	3	1
460.0	460.0996969091178	45.46959355614885	518958	498058	1033146	36934598	22129976	3	1
461.0	461.27369083853	45.54562842646624	540957	512870	1026809	36978432	22155644	3	1
462.0	462.1134417631043	45.64073658793433	526161	503889	961027	37028749	22186460	3	1
463.0	463.0109261739744	45.73636657299251	518780	498676	1074399	37074707	22214248	5	1
464.0	464.15504633536267	45.818249755399314	509325	496941	921606	37122764	22247846	3	1
465.0	465.2673020734831	45.91688221355762	523840	499786	1112526	37178525	22275807	3	1
466.0	466.465004762106	46.00489740161261	513308	500650	1114733	37231183	22303105	4	1
467.0	467.3905682881349	46.066203335290794	508391	497904	1059563	37286834	22333806	3	1
468.0	468.5685228469903	46.20287590603137	522525	502650	1065108	37338485	22361748	4	1
469.0	469.5059983795083	46.3230032774744	516477	495232	1065392	37390466	22391774	4	1
470.0	470.5920356559825	46.37713416397438	524901	495208	1081764	37431560	22424732	5	1
471.0	471.74513283503114	46.43871280650151	526187	501850	1143237	37479973	22455083	3	1
472.0	472.6134456731345	46.49836425357272	520813	494156	1138353	37528848	22485446	3	1
473.0	473.4957011351486	46.5545386082736	520696	503645	1026128	37584967	22516062	5	1
474.0	474.52808459436153	46.61044428585766	520104	499928	1064565	37632435	22540982	4	1
475.0	475.6656145023757	46.67615551915128	519806	490860	1102574	37683760	22572158	3	1
476.0	476.4971943164646	46.81094246000427	518915	500547	934263	37734889	22602638	4	1
477.0	477.6375466403669	46.94376578962409	517279	491574	1040148	37790677	22635316	4	1
478.0	478.57479485218494	47.072080437151925	524128	503466	1080308	37840008	22667134	5	1
479.0	479.53728549777395	47.18355108780578	513199	498756	1070987	37894147	22696528	5	1
480.0	480.473229936049	47.30590044312714	531263	509255	1034644	37935623	22729625	4	1
481.0	481.6378218978921	47.429748564211174	519871	505356	997247	37977553	22758747	3	1
482.0	482.49013962852524	47.56867985124194	504650	494696	945137	38016136	22789489	5	1
483.0	483.5198494209958	47.69191415420551	1051384	1021321	1020296	38070066	22818555	3	1
484.0	484.3790926532461	47.81556008500761	509982	496224	1105500	38123434	22849941	15	1
485.0	485.55053050528403	47.94596820227896	511099	493893	1103152	40162627	24069636	4	1
486.0	486.66970303069826	48.051603687871726	537407	509128	1044713	41350145	24789121	4	1
487.0	487.5632307404027	48.12290656687599	1905220	1839879	985263	41397327	24825173	5	1
488.0	488.4823420476379	48.181360814632896	1848606	1754219	1125078	41446722	24857795	4	1
489.0	489.434948178823	48.27326517067109	519626	498574	1086016	41503940	24892418	4	1
490.0	490.3971152489412	48.33243373783969	509235	499101	1019559	41562409	24917801	3	1
491.0	491.524052392394	48.399364140995125	513607	499836	1004416	41616378	24943537	4	1
492.0	492.5498657345177	48.45174814217137	534475	505532	988521	41668033	24972572	3	1
493.0	493.5210454604744	48.53176877127502	523710	501558	1107152	41724710	25002696	3	1
494.0	494.60882332324894	48.67876855351522	523001	494713	1070577	41773431	25032101	3	1
495.0	495.59196927378645	48.76666168078166	524577	508112	1023321	41821476	25057175	4	1
496.0	496.44326528054034	48.840750941386766	522795	498535	1133168	41870831	25090629	5	1
497.0	497.2862609542482	48.93109588910059	523047	497722	1079500	41915938	25127092	3	1
498.0	498.2166436261663	49.011229741121255	514531	485852	1117405	41965063	25160935	3	1
499.0	499.25779172121236	49.12861742341409	513601	503171	1021945	42009476	25194192	4	1
500.0	500.11172825227163	49.24206409953	529579	500505	1049544	42064601	25224870	3	1
501.0	501.1317819205506	49.29479839030705	518349	500499	1127355	42117319	25252341	3	1
502.0	502.0396257784741	49.39593070588773	524637	497985	1145765	42174467	25282559	4	1
503.0	503.1177911447174	49.44955067465527	517897	497123	1131248	42216321	25318875	4	1
504.0	503.92909622518795	49.5672870012967	519366	498152	1104982	42275829	25347819	3	1
505.0	504.91670559778015	49.710867834359426	519582	502315	1031352	42317967	25376454	3	1
506.0	505.7376112573858	49.85161662223217	529934	503195	998460	42361975	25409776	3	1
507.0	506.669814367496	49.922187833441264	514089	498844	1004210	42408871	25443297	5	1
508.0	507.4760444252107	50.0464523482134	524777	504744	1141559	42465410	25470754	4	1
509.0	508.4636839294419	50.175758945317455	520791	499605	1013159	42516537	25499969	5	1
510.0	509.57049027683314	50.31219569862839	522203	497478	1098031	42565318	25528464	3	1
511.0	510.41057829193153	50.388155565708445	520463	500992	1128989	42611355	25558673	5	1
512.0	511.50466736872914	50.48323905030566	516487	493203	1130156	42654475	25591984	3	1
513.0	512.5383454755661	50.55538949320932	520915	501163	1135110	42710139	25619572	5	1
514.0	513.5401875848205	50.60782043893044	515117	492289	1041580	42764132	25652841	5	1
515.0	514.5799808897326	50.72372170171693	518102	494861	1034523	42820894	25683146	4	1
516.0	515.5143397424243	50.81686806350625	513607	489906	1127396	42872878	25720124	5	1
517.0	516.5984755639316	50.891679751562606	525544	499124	991844	42909668	25751081	5	1
518.0	517.7103419007	51.02639014629257	529197	508048	992252	42953445	25780790	5	1
519.0	518.8216314469347	51.12595821029049	513263	499414	1121621	43005769	25812514	3	1
520.0	519.7294153626922	51.27542397801175	526962	503217	1093804	43053921	25841503	3	1
521.0	520.7909781665682	51.40475976070565	523575	511761	1054754	43101126	25866117	5	1
522.0	521.6502164568662	51.541680880679245	516457	502020	956902	43145610	25895395	5	1
523.0	522.6483843023047	51.669014105559015	521819	496173	1046402	43200348	25924626	4	1
524.0	523.4494360063286	51.72960659545408	515446	496862	1122481	43252629	25949849	3	1
525.0	524.3268707099319	51.78610949551945	519964	500003	1061328	43305135	25979630	4	1
526.0	525.379564356265	51.927617372780894	526395	496835	1032709	43351967	26003429	4	1
527.0	526.5293089583462	51.99143709158487	511830	497209	1034124	43402848	26032386	4	1
528.0	527.3489202777806	52.080559706652295	515419	504926	1110450	43446160	26063117	4	1
529.0	528.3723413946503	52.191550807807886	517483	505130	1120424	43495510	26093408	5	1
530.0	529.4270514026923	52.262740642798086	506410	491765	992582	43532871	26122174	4	1
531.0	530.6000077951654	52.335269147168866	520226	495909	1062940	43575030	26151918	5	1
532.0	531.6620653130234	52.431893281398004	523078	497679	999958	43623419	26179566	3	1
533.0	532.5032783940117	52.517982790543996	524432	502995	1038604	44686479	26810309	5	1
534.0	533.3619760910294	52.635640357245975	1883058	1827855	983602	44727476	26840483	5	1
535.0	534.4162817425843	52.69314797679804	1466592	1409006	1075722	44771258	26867783	4	1
536.0	535.3025296132896	52.79202384374582	507922	497671	1031741	44822342	26898586	27	1
537.0	536.4738518032406	52.85944983551737	521459	497921	1009093	44881189	26929370	16	1
538.0	537.6421266835549	52.97012233641744	525359	502942	1002831	46191238	27714293	4	1
539.0	538.8215890276178	53.031743665593474	1529427	1498157	943141	46244748	27751557	5	1
540.0	539.7387700707427	53.101506852246416	1170200	1111638	975414	46293060	27781134	3	1
541.0	540.8255500339268	53.23189575053075	523088	497924	1090422	48191971	28921175	4	1
542.0	541.8907555967007	53.30541244953455	502632	486891	949299	48242382	28949908	5	1
543.0	542.7049971092358	53.429118983413936	523351	500616	966730	48289091	28976995	4	1
544.0	543.6112231397743	53.50642525338276	521077	499088	1146136	48342712	29009052	4	1
545.0	544.4939298316461	53.57992800390614	519383	506356	988888	48384681	29036994	4	1
546.0	545.4422532723415	53.65984348219427	513893	500027	1109197	48439131	29065290	4	1
547.0	546.6234747589597	53.797936680636546	517093	493726	1056770	48489327	29093675	4	1
548.0	547.761715414543	53.88765324657022	527306	498709	1099976	48538253	29120720	5	1
549.0	548.6790852510903	53.962029299558615	510620	489544	1033682	48580039	29145467	5	1
550.0	549.6910978635301	54.065693246928305	515043	493945	964327	48625140	29174078	5	1
551.0	550.5680043121648	54.15425738810682	526256	503177	1125569	48681133	29206698	4	1
552.0	551.4789779090831	54.28327714008399	517528	498763	1102950	48730090	29237289	5	1
553.0	552.3049792086891	54.43232170191529	515798	504612	1000583	48781482	29271971	5	1
554.0	553.3620218090558	54.534979146181875	507742	490165	1069073	48827084	29304224	3	1
555.0	554.4247901188544	54.63015403594716	526724	498787	1062517	48876939	29335796	5	1
556.0	555.5601907671758	54.714457575778546	523597	497622	1132865	48920078	29371444	5	1
557.0	556.7088114925466	54.86179144900556	533600	504779	1131836	48970578	29401152	4	1
558.0	557.5728352522241	54.96011977660603	516508	503363	938184	49022431	29431341	5	1
559.0	558.6700516306893	55.027919462599634	523459	503211	1126333	49074034	29461307	3	1
560.0	559.5239346838202	55.1748410531381	529736	507707	1158758	49119516	29495938	5	1
561.0	560.4734206885186	55.32092926573804	512305	498159	1074234	49167806	29525946	4	1
562.0	561.4796353171422	55.41450177097155	520881	506675	962571	49220492	29554001	5	1
563.0	562.2994232827771	55.499320372274845	520151	494778	1104256	49269434	29585764	4	1
564.0	563.1621287673953	55.617364116943705	517779	494595	1066105	49317998	29613315	4	1
565.0	564.0705752073914	55.75025653002226	526880	503763	1019792	49377515	29644916	4	1
566.0	564.921592139245	55.85010974325061	507585	492476	1093141	49422760	29676157	4	1
567.0	566.0952306481275	55.933191042355915	523114	502863	1059948	49478162	29705589	5	1
568.0	567.0105583233624	56.013330443442214	510978	500506	1094092	49522389	29737287	5	1
569.0	568.0110269891659	56.09599031616366	518093	505359	1071440	49575663	29762823	3	1
570.0	569.2096406843361	56.1577936101759	520055	499702	996118	49629204	29793312	4	1
571.0	570.2362977551086	56.285655653811425	516482	500280	1131101	49676652	29821924	3	1
572.0	571.2008960651054	56.34615164016334	532009	502546	1079128	49720564	29860511	3	1
573.0	572.3728130274751	56.43598308965673	515987	496686	1035433	49760712	29890978	5	1
574.0	573.2618121296217	56.56947742337082	508057	496468	996506	49807637	29919189	5	1
575.0	574.1336124259572	56.65988801294001	512778	502372	950966	49860268	29945054	5	1
576.0	575.1477581735735	56.7393641927326	524351	499853	1087759	49904880	29978970	4	1
577.0	576.1186788687061	56.884189565112926	511338	497963	1008523	49955364	30007920	4	1
578.0	577.2374732996323	56.94684394046623	513330	499586	1115901	49997982	30035546	5	1
579.0	578.054277316154	57.08532933074468	526743	507972	1151481	50046813	30066555	3	1
580.0	579.1013676459185	57.14153701061836	512998	497784	1080916	50091078	30098504	3	1
581.0	580.1856393030777	57.232889951903616	519866	497639	986184	50140688	30130406	4	1
582.0	581.3744060074073	57.3460620574534	510840	491462	1065812	50188182	30160465	4	1
583.0	582.2327112875032	57.43306589586757	512012	499788	925804	50232230	30190943	4	1
584.0	583.131208574987	57.53652653796372	529148	503284	1127381	50278936	30221639	3	1
585.0	584.3041858676147	57.60692670462244	522853	504180	1044371	50324265	30252648	4	1
586.0	585.356437405808	57.71383015636912	522781	500541	1136891	50367696	30283923	5	1
587.0	586.1716570189022	57.777286028059045	514954	504779	1004729	50423109	30317206	3	1
588.0	587.0025946198045	57.906895659668	526348	503656	1002836	50471309	30347375	4	1
589.0	588.1167708440556	58.01527465101221	521396	505564	1146040	50510297	30374925	3	1
590.0	589.1437606434382	58.1134678624941	525004	504921	1056451	50557181	30404492	3	1
591.0	590.1699268360858	58.16893454207741	524054	507849	1124240	50611755	30436753	4	1
592.0	591.3218730934103	58.268911975669084	529025	499151	1145035	50657948	30461394	4	1
593.0	592.2183122611588	58.37526891870521	507787	493364	1019326	50715437	30486052	4	1
594.0	593.0824846538876	58.451835670045924	531763	503318	1054106	50761153	30518806	3	1
595.0	594.1280070329365	58.56959470413675	532483	503902	1076231	50813670	30553367	4	1
596.0	595.280976271998	58.6272712190081	526559	507849	1126360	50868853	30579571	3	1
597.0	596.1870765298651	58.69814012715295	522692	506406	1142534	50921104	30609872	4	1
598.0	597.2595942757816	58.821894978885375	527690	509727	1019144	50964232	30638674	5	1
599.0	598.1205458885249	58.88661720077798	533070	503099	1117024	51009520	30667891	4	1
