wtime,utime,stime,rss,pss,vmem,rchar,wchar,nthreads,nprocs,run_id,anomaly
64.0,65.44489673438181,6.51468732609542,363936,355509,663984,6796057,4029189,3,1,1,0
65.0,66.29204692268459,6.634624194081625,365077,350308,778819,6846208,4058916,3,1,1,0
66.0,67.19842672282292,6.741426232324958,378763,362614,685911,6894987,4086424,3,1,1,0
67.0,68.2384384995201,6.871562003576576,389512,371304,722682,6940768,4110354,4,1,1,0
68.0,69.09925286259792,6.969127214251729,380540,368234,806413,6993879,4138672,4,1,1,0
69.0,70.16122699333486,7.038304411318307,384220,376505,763042,7039857,4169751,3,1,1,0
70.0,71.13649176581457,7.15228875133059,392760,375743,845439,7084930,4200160,4,1,1,0
71.0,72.07024756614278,7.2103167840301845,406956,383940,835958,7140872,4233758,3,1,1,0
72.0,72.96661775835204,7.318775583147026,390554,378523,800406,7192645,4269625,4,1,1,0
73.0,74.09594975269472,7.390046063693472,395366,384838,757875,7241470,4301903,3,1,1,0
74.0,75.05461933168009,7.508539707405828,399647,387529,740735,7294677,4336050,5,1,1,0
75.0,76.15001103792258,7.641344023578639,409629,395008,894823,7344722,4368351,3,1,1,0
76.0,77.12615311497754,7.702296496506846,392924,381466,723735,7396637,4403480,5,1,1,0
77.0,77.96289998973225,7.792323351721705,403427,390207,811536,7442553,4439033,3,1,1,0
78.0,78.93910237979915,7.915675510499304,417419,399242,796865,7502905,4471887,3,1,1,0
79.0,79.94217749169346,7.9820458166511905,418926,405229,798330,7550007,4504006,3,1,1,0
80.0,80.92531436909081,8.088698183654762,415580,401200,846883,7607787,4533390,4,1,1,0
81.0,82.05181105379012,8.205882081842335,409699,401036,868224,7656842,4563266,5,1,1,0
82.0,83.21615159340733,8.291361442566274,431970,408785,911835,7710878,4592252,3,1,1,0
83.0,84.33086306349175,8.424559669986534,426783,411843,916525,7764549,4624116,5,1,1,0
84.0,85.36397582437613,8.525625488491206,421723,408201,808512,7820283,4651955,5,1,1,0
85.0,86.38055580859809,8.638324972485258,423867,414151,841927,7866080,4681382,4,1,1,0
86.0,87.43840222064755,8.702412252155735,439997,420902,793639,7921458,4704316,4,1,1,0
87.0,88.3535343392233,8.754728269609002,450243,426952,944946,7980690,4739486,5,1,1,0
88.0,89.47827307768277,8.8098031266915,432884,423713,831544,8029397,4768824,5,1,1,0
89.0,90.62101234872424,8.950195141511323,433631,422720,877929,8079570,4800191,3,1,1,0
90.0,91.52789921399697,9.088459379936147,435711,424729,813786,8126953,4834564,5,1,1,0
91.0,92.68902649725301,9.219218523852332,449258,430286,955914,8175221,4865465,4,1,1,0
92.0,93.82851958684968,9.289179732975818,453833,429421,965263,8233778,4899798,3,1,1,0
93.0,94.79831429384268,9.391725598170767,449707,433448,967311,8278757,4926073,5,1,1,0
94.0,95.96191437467978,9.521337308225604,444214,429710,807748,8324046,4963265,5,1,1,0
95.0,96.81008997220438,9.638804226351182,466465,443985,1024817,8382101,4996526,4,1,1,0
96.0,97.62128459588794,9.700356345718776,455884,434299,865776,8435224,5027154,5,1,1,0
97.0,98.56043132612557,9.839910465700019,453492,440339,872416,8495826,5061429,3,1,1,0
98.0,99.5866056056565,9.905978704977814,457263,445487,868679,8543573,5087923,5,1,1,0
99.0,100.52718265146964,9.973158274319148,473151,457454,902305,8594205,5117058,4,1,1,0
100.0,101.70400974493819,10.11325913723622,470739,447886,951395,8640901,5151390,3,1,1,0
101.0,102.60589383656024,10.211720831145671,470641,449169,892300,8691618,5175789,4,1,1,0
102.0,103.51837919399732,10.299010013741318,473336,452245,926559,8732747,5207470,3,1,1,0
103.0,104.57231023901527,10.404375687971124,490564,465794,1011662,8786172,5239067,4,1,1,0
104.0,105.37385579195195,10.552515421254334,459800,445938,981402,8837790,5274975,5,1,1,0
105.0,106.4648786128938,10.614478466778438,472852,457486,982159,8887502,5300226,4,1,1,0
106.0,107.41586640613106,10.740173351657644,489040,478656,996531,8935550,5335055,5,1,1,0
107.0,108.60696555318837,10.823605937882057,496211,470454,922502,8981076,5363376,4,1,1,0
108.0,109.68353259040028,10.885310864966819,484580,464470,1030434,9034715,5392035,5,1,1,0
109.0,110.50441857243321,10.977504200502112,487368,472290,884529,9078859,5418369,3,1,1,0
110.0,111.34146969593,11.08237948827464,486163,475337,926471,9131419,5445106,5,1,1,0
111.0,112.17673693869966,11.152975652047454,505304,481730,921081,9191791,5476316,4,1,1,0
112.0,113.35778584265644,11.243502597957114,513632,489197,1061664,9249219,5502979,5,1,1,0
113.0,114.43140645914347,11.357070200504344,507040,484442,987384,9291693,5535200,3,1,1,0
114.0,115.40244886205905,11.464715002476366,495878,482301,1021915,9339009,5563211,3,1,1,0
115.0,116.28264193801105,11.58703106188185,519215,491435,1006661,9391117,5589572,5,1,1,0
116.0,117.43209783658537,11.72067151517559,510895,486508,1012746,9440765,5617989,5,1,1,0
117.0,118.31272020765391,11.811585548352529,509901,487333,1011229,9483768,5648999,5,1,1,0
118.0,119.39539189424424,11.903882275898752,508584,486200,924723,9535695,5678167,4,1,1,0
119.0,120.50072163886237,12.003551489344268,517181,489674,1019928,9585645,5708269,4,1,1,0
120.0,121.41858407440454,12.110186827182398,523827,495517,1077213,9645216,5740358,4,1,1,0
121.0,122.4205499692728,12.171019094606187,515765,494111,1041032,9693950,5773605,5,1,1,0
122.0,123.30974568220016,12.252282630025665,519956,501566,951580,9749790,5802675,3,1,1,0
123.0,124.26131754518237,12.319471809563368,511070,494002,1056496,9793455,5829542,3,1,1,0
124.0,125.44737130449437,12.40805708579778,509833,484281,980688,9838315,5859771,3,1,1,0
125.0,126.52462651835614,12.555392493055184,517433,494780,934368,9891923,5891183,4,1,1,0
126.0,127.66327220083235,12.663665588723282,509131,497640,948124,9947342,5916800,5,1,1,0
127.0,128.67951202941904,12.756603740715336,509738,496972,1018979,9992555,5944129,4,1,1,0
128.0,129.57512792627958,12.863197430237706,536026,507597,1031401,10042675,5971971,4,1,1,0
129.0,130.66027986894645,12.980105085780425,524452,496932,1089682,10085767,6001348,4,1,1,0
130.0,131.66050705326268,13.073600432109465,533697,504404,1012029,10134861,6029064,3,1,1,0
131.0,132.5312466005055,13.168371412534754,518458,499905,1093490,10189046,6061186,5,1,1,0
132.0,133.4962185563528,13.288511525472924,525458,499788,1006038,10236871,6086370,5,1,1,0
133.0,134.55015464395933,13.344597783793494,522165,495823,1069575,10285626,6111631,30,1,1,1
134.0,135.64428738663221,13.448605840622328,516010,499706,1093780,10329977,6140629,26,1,1,1
135.0,136.54157570498836,13.553338621844098,508982,496174,994665,10376735,6170102,22,1,1,1
136.0,137.6919746407281,13.679013847956936,1435690,1354578,965453,10435525,6195738,5,1,1,1
137.0,138.64379508355796,13.827278323190601,509398,498818,1026018,11026183,6548093,4,1,1,1
138.0,139.55224977071506,13.956853801869283,517016,495276,1136486,11071171,6576890,5,1,1,0
139.0,140.43029779289657,14.057232663134329,528191,504959,1155470,11119598,6605710,4,1,1,0
140.0,141.55196632665775,14.124177981095047,525870,502134,993059,11161611,6636166,5,1,1,0
141.0,142.49363215664417,14.233004078258364,512804,497759,1078057,11206540,6664181,3,1,1,0
142.0,143.48699176779934,14.366433966929634,525194,500727,1017817,11263341,6698615,3,1,1,0
143.0,144.37611969722488,14.509675373294167,513896,499580,957959,11312629,6730079,3,1,1,0
144.0,145.45055612569246,14.642206411243578,522012,495662,1078668,11372083,6757658,4,1,1,0
145.0,146.56296948871343,14.711103271879834,514744,500352,1029668,11421606,6787941,5,1,1,0
146.0,147.49873958829477,14.832360858314766,520680,496894,1049531,11471426,6818313,4,1,1,0
147.0,148.67677134244332,14.970376353063351,520701,495275,1109591,11524630,6851958,5,1,1,0
148.0,149.4890155862674,15.088478049726048,505441,491886,977835,11561268,6880156,4,1,1,0
149.0,150.34219282757704,15.207053253818868,512913,498206,1060109,11612292,6912458,5,1,1,0
150.0,151.37770764020124,15.307069482443977,528561,502834,1028833,11662047,6942584,5,1,1,0
151.0,152.4582703850206,15.420767104656527,508165,496526,923381,11719477,6977059,3,1,1,0
152.0,153.35854358082423,15.50020517657883,526767,512603,1027830,11774301,7010931,5,1,1,0
153.0,154.38017201958078,15.559086185257403,523708,504428,1141691,11818632,7041522,3,1,1,0
154.0,155.3075265183979,15.691857675731942,535498,506521,1067411,11874843,7070735,4,1,1,0
155.0,156.32916221664655,15.836172106471095,525382,503976,968433,11923532,7102255,4,1,1,0
156.0,157.39289328775226,15.97185434000879,527346,509264,1094313,11969009,7131714,3,1,1,0
157.0,158.58201650917988,16.05524569538687,525399,496064,1148183,12019995,7166755,5,1,1,0
158.0,159.56429525318836,16.11459871051766,505976,487196,1094518,12068981,7196990,4,1,1,0
159.0,160.62358166929693,16.192612549280803,516360,497769,1047584,12126673,7225773,3,1,1,0
160.0,161.6547973684649,16.326896086861794,521125,502791,1016462,12178376,7254395,3,1,1,0
161.0,162.58181932601994,16.442477537625116,517025,500757,1050736,12229405,7280755,3,1,1,0
162.0,163.48304497869904,16.58914696203541,517936,501377,1101326,12283908,7312425,3,1,1,0
163.0,164.67819326739692,16.673415063879123,530675,506604,1138030,12339372,7339965,3,1,1,0
164.0,165.56093421207754,16.778562275908286,512768,501910,1090933,12393290,7373259,3,1,1,0
165.0,166.67704431890724,16.90756609807211,527819,503994,1046239,12450388,7399381,5,1,1,0
166.0,167.53567927531554,16.980965292345292,509194,495302,940758,12503431,7429762,5,1,1,0
167.0,168.65741978306005,17.127374289811257,512013,494523,1038194,12554269,7463213,5,1,1,0
168.0,169.53171116025587,17.23661405706044,521210,508070,970791,12610465,7486756,4,1,1,0
169.0,170.71857381786234,17.287403813392405,521580,500504,951563,12660011,7522811,5,1,1,0
170.0,171.79296888049214,17.339919140955207,521317,496883,1042357,12710177,7551535,5,1,1,0
171.0,172.62901617796248,17.478140742595365,1894419,1831800,1059697,12768785,7581959,3,1,1,1
172.0,173.7062870257461,17.59266889537147,509936,496754,1092110,13370688,7939949,5,1,1,1
173.0,174.74773533085872,17.718976147277857,510882,496455,1079562,15373479,9143825,5,1,1,1
174.0,175.6827538295363,17.84737774737355,519608,493584,1113466,15421211,9174647,25,1,1,1
175.0,176.587048228639,17.939423724998626,507620,492497,1068047,15478527,9207639,4,1,1,0
176.0,177.67455254133824,18.069284849612856,524469,499024,1091575,15532529,9239196,4,1,1,0
177.0,178.7710970905182,18.21303809409411,513560,497035,926491,15584107,9274479,3,1,1,0
178.0,179.70197943009921,18.28025520487107,519462,505535,1065128,15632497,9306046,3,1,1,0
179.0,180.852470274435,18.406668844825273,526083,501465,972303,15684156,9341940,3,1,1,0
180.0,181.7600011619904,18.48744804558683,520748,501326,949568,15734047,9374643,3,1,1,0
181.0,182.58794693238033,18.569597345892216,506830,496284,944005,15780726,9399226,4,1,1,0
182.0,183.62789407031136,18.660872830995856,528558,499394,1125468,15831371,9437059,4,1,1,0
183.0,184.470722299444,18.797244782986667,514806,501805,1079827,15882698,9465336,3,1,1,0
184.0,185.3813879251506,18.84945038971767,520771,503580,1135025,15930821,9499823,3,1,1,0
185.0,186.38426248236996,18.942843010398697,517209,499530,1133512,15985340,9529903,5,1,1,0
186.0,187.29880633131287,19.060847775355622,525397,505395,1133447,16041784,9563086,5,1,1,0
187.0,188.1848048682809,19.121889321183875,525750,500039,974305,16096634,9591021,4,1,1,0
188.0,189.26607903424318,19.251114680885618,514166,503964,1106153,16145252,9622898,5,1,1,0
189.0,190.28487877080408,19.395304940675352,526059,497550,1123377,16199032,9652139,4,1,1,0
190.0,191.4207832701042,19.45439842278305,513441,490937,1103095,16249421,9686876,3,1,1,0
191.0,192.4532791079664,19.519693236566138,530432,501341,986962,16293243,9718192,5,1,1,0
192.0,193.4466579926759,19.66710295906076,530165,503626,979065,16346606,9750999,5,1,1,0
193.0,194.3511605333202,19.736888523139335,531597,502876,1153313,16397337,9774507,4,1,1,0
194.0,195.46798688335673,19.794782490709654,524223,502110,980052,16460305,9804251,4,1,1,0
195.0,196.3467352867825,19.940001744349242,515343,498257,1003604,16517591,9835482,3,1,1,0
196.0,197.24362665117175,20.07926401533019,514672,495966,1020283,16571147,9866153,4,1,1,0
197.0,198.38026208987299,20.194836562603502,526047,502758,973069,16622393,9899036,4,1,1,0
198.0,199.47673910016468,20.29997965533226,520749,502132,941647,16673211,9927939,4,1,1,0
199.0,200.52188849575649,20.441902924962534,521690,497195,1146486,16718193,9958085,3,1,1,0
200.0,201.3374567080711,20.557454932473675,517515,505547,1113001,16759498,9991629,5,1,1,0
201.0,202.188359755385,20.67329459840518,521950,495585,1129989,16805135,10014793,4,1,1,0
202.0,203.18834273946004,20.807663154825377,511083,497082,978125,16854896,10046561,3,1,1,0
203.0,204.2868783088532,20.92298772255462,537533,508182,1014885,16894369,10075559,5,1,1,0
204.0,205.27251865452993,21.023355411258386,517567,504342,1019787,16941647,10102822,4,1,1,0
205.0,206.07943586429585,21.112327561048232,510748,498209,1011959,16990409,10133832,4,1,1,0
206.0,206.95314386376256,21.212640950327355,527749,501436,951131,17039332,10167514,4,1,1,0
207.0,207.98865054361065,21.314888815236074,527188,500773,1113265,17086023,10200632,4,1,1,0
208.0,209.06633736748583,21.4009720033479,510366,486271,1122126,17134316,10230226,3,1,1,0
209.0,209.8797086925706,21.495783844245935,524413,495467,1054845,17192935,10262853,3,1,1,0
210.0,210.6970413939548,21.625971037532288,515148,499745,1007272,17246246,10295458,5,1,1,0
211.0,211.60156544013736,21.717622374399877,524655,498216,1026803,17293444,10325196,4,1,1,0
212.0,212.43496611829198,21.77017835106342,518318,501235,952892,17343103,10353116,4,1,1,0
213.0,213.45174461116932,21.848480283240807,526629,505647,1004001,17392961,10381211,3,1,1,0
214.0,214.301225403952,21.921654469649976,517243,498392,1034928,17439121,10413724,5,1,1,0
215.0,215.36051313791256,22.051012670833174,504721,494711,995684,17485276,10443598,5,1,1,0
216.0,216.4714032656356,22.145941976680355,523183,501624,1055791,17540328,10470459,5,1,1,0
217.0,217.65960993113643,22.223973030983867,523235,498366,1119528,17588229,10495405,4,1,1,0
218.0,218.83897271579153,22.355043519368028,512689,499219,969033,17632756,10527900,4,1,1,0
219.0,219.74831877588565,22.406965199823688,527090,498541,954595,17682540,10556260,5,1,1,0
220.0,220.56008261693492,22.47439028409681,532279,511209,966241,17733130,10587251,5,1,1,0
221.0,221.49184750337963,22.60708576603639,502057,488796,930647,17773267,10620970,4,1,1,0
222.0,222.5752395508647,22.71215093880243,520888,498058,1056462,17823063,10647043,5,1,1,0
223.0,223.3991600345737,22.83951591626038,513819,499981,1090979,17877403,10676908,5,1,1,0
224.0,224.34304509764226,22.973333517736584,507276,496094,1093040,17929659,10706396,5,1,1,0
225.0,225.262258916661,23.11752986659544,528418,504499,1085396,17990808,10737535,3,1,1,0
226.0,226.1499971709886,23.173872326525775,516379,504066,1012753,18047064,10771253,3,1,1,0
227.0,227.23244947288072,23.30379580085562,511879,499761,953020,18104308,10797264,3,1,1,0
228.0,228.29608827489048,23.424672415677605,523378,498646,1026118,18168309,10828974,5,1,1,0
229.0,229.3102859125042,23.49537497574526,510531,499440,986840,18222099,10862068,3,1,1,0
230.0,230.47459576837684,23.638545202379273,525644,499476,1129088,18272915,10891509,3,1,1,0
231.0,231.31585130946894,23.72896539040991,525510,499608,1048229,18327784,10921097,3,1,1,0
232.0,232.1757269992602,23.86772644315539,511863,499060,967667,18374987,10952352,3,1,1,0
233.0,233.12910687094796,23.978237813621885,521681,501262,999291,18425526,10983386,5,1,1,0
234.0,234.19145969169313,24.08091260827598,515788,503766,956575,18472287,11015134,5,1,1,0
235.0,235.22509140859128,24.146865001665578,516221,493848,1118876,18524277,11046817,5,1,1,0
236.0,236.05470848357845,24.28829776409431,505886,494746,920784,20464799,12210139,3,1,1,1
237.0,237.23807840507703,24.393963954830536,1294459,1223753,938025,20511364,12243110,4,1,1,1
238.0,238.16010433166159,24.44457319538022,518609,504331,971456,21688038,12951375,5,1,1,1
239.0,239.10369337717484,24.496401649487247,524968,501251,1115217,22592309,13494908,4,1,1,1
240.0,240.15314529679222,24.62416490998905,515155,502526,1035146,24250377,14491048,5,1,1,1
241.0,241.3312115037761,24.69035854532689,506841,492852,1039196,24293099,14520704,4,1,1,0
242.0,242.39628679941742,24.800232388889704,528283,508924,1026503,24337363,14551287,3,1,1,0
243.0,243.5781961312365,24.9183405850831,518286,496955,947154,24382948,14577854,4,1,1,0
244.0,244.4532325787647,24.99627714437795,530868,500841,1137366,24435020,14606773,5,1,1,0
245.0,245.50075655035388,25.10320852521909,514880,504271,966305,24486115,14632545,5,1,1,0
246.0,246.6323081071044,25.177234399817998,504972,495065,915628,24541441,14664367,4,1,1,0
247.0,247.63591789440633,25.321865942554794,514182,497268,1043318,24595205,14694865,4,1,1,0
248.0,248.58078736473806,25.45788295818971,518250,500895,950115,24650565,14719927,5,1,1,0
249.0,249.77469077675082,25.536687237339457,542754,514287,997749,24703607,14750982,5,1,1,0
250.0,250.63108571290948,25.63956868643449,529842,501505,1123345,24754655,14780812,4,1,1,0
251.0,251.59545752392094,25.73963197214988,536085,508031,1070372,24810152,14812362,3,1,1,0
252.0,252.7448070249452,25.885634297944886,519047,506028,984426,24864749,14841187,5,1,1,0
253.0,253.90499932354757,25.975037175963273,520149,501840,1008803,24916630,14868782,5,1,1,0
254.0,255.0971521641715,26.08125993142543,519725,495054,1087107,24972985,14896470,3,1,1,0
255.0,256.25109120107726,26.22413059091417,521723,505298,952949,25011256,14924855,3,1,1,0
256.0,257.0714740112322,26.29041169603183,515425,492509,951781,25059804,14954912,3,1,1,0
257.0,258.24338061108324,26.395460256359662,522983,508004,1070287,25108275,14985356,4,1,1,0
258.0,259.21464748764595,26.456027548395845,517501,501000,1057145,25164038,15014784,3,1,1,0
259.0,260.2752951626286,26.567777441577697,1996975,1893911,1123466,25221895,15043514,5,1,1,1
260.0,261.23300551029547,26.654345761916396,513256,498297,1000757,26926864,16069791,5,1,1,1
261.0,262.3584727409409,26.801109369234357,532747,503269,972813,28055134,16750043,3,1,1,1
262.0,263.38884045147,26.89265028734921,514901,498814,1037534,28099277,16777730,5,1,1,0
263.0,264.52705830849163,26.95626905110338,514120,503575,1056691,28143571,16806057,3,1,1,0
264.0,265.4045668970999,27.08966904719622,510719,495749,947814,28192399,16845938,5,1,1,0
265.0,266.2785601350019,27.221755716338514,506718,493470,1024152,28240808,16877201,4,1,1,0
266.0,267.25471085563584,27.341241678292793,519764,499642,976693,28283016,16903061,3,1,1,0
267.0,268.0566114736208,27.466122858481217,512416,500157,1095490,28336266,16935589,4,1,1,0
268.0,269.1337526555793,27.542594380250158,520700,498258,1111208,28389663,16962859,5,1,1,0
269.0,270.0521741467025,27.656799730292438,533971,506136,1052913,28444933,16995586,5,1,1,0
270.0,271.07509388518827,27.710601717412978,512852,495748,1121453,28492765,17024953,3,1,1,0
271.0,271.9030953093726,27.78029073180198,514977,501565,1128784,28542568,17053634,5,1,1,0
272.0,272.77135305312567,27.92351867655729,518352,500339,959833,28592415,17088462,3,1,1,0
273.0,273.8204967211344,28.047442206265554,517535,492216,1007685,28650855,17120161,4,1,1,0
274.0,274.74276177197885,28.12050946036448,514946,493404,1050557,28686684,17153080,3,1,1,0
275.0,275.6286505490131,28.18164776931641,512083,500059,939128,28731899,17184384,5,1,1,0
276.0,276.5201891493362,28.32653971380326,531060,509905,1037194,28781927,17213051,5,1,1,0
277.0,277.4061168952264,28.387758480409275,522370,502896,994837,28826499,17244885,4,1,1,0
278.0,278.4552572749986,28.463465485213998,507628,491371,1107046,28875208,17278513,5,1,1,0
279.0,279.32233376078636,28.531728884513942,496271,484447,974991,28924577,17308917,5,1,1,0
280.0,280.2674163044583,28.582475266555118,533504,503665,1123063,28971289,17344322,3,1,1,0
281.0,281.3425710506957,28.66388874396492,513026,499518,1002804,29021611,17376873,3,1,1,0
282.0,282.3480394736348,28.811306631124797,519719,505706,962896,29074752,17407509,3,1,1,0
283.0,283.386951821945,28.89549696170573,508394,495596,1090638,29123571,17438264,4,1,1,0
284.0,284.2873146137305,28.99592744965251,523229,501751,941901,29171305,17468676,4,1,1,0
285.0,285.46040056299654,29.12052102804469,523263,504230,953583,29220476,17494922,3,1,1,0
286.0,286.42595226232305,29.22562903825261,512686,497762,997562,29270439,17524652,4,1,1,0
287.0,287.340737836968,29.34998818899384,516378,497869,1071361,29311737,17555315,3,1,1,0
288.0,288.5024683105914,29.466151775812893,523602,500126,1014051,29364045,17584067,5,1,1,0
289.0,289.56458415669715,29.577008078112794,518432,502713,946929,29411790,17615080,5,1,1,0
290.0,290.6101625019525,29.69197296883397,528229,499928,1017969,29468098,17645144,5,1,1,0
291.0,291.764856362819,29.821889405041794,521153,504869,989146,29521053,17677465,3,1,1,0
292.0,292.58827247732756,29.942908544521906,511589,497690,921970,29576903,17709454,5,1,1,0
293.0,293.7233442821306,30.072086036592424,522062,493358,1051393,29621848,17739956,4,1,1,0
294.0,294.79449002785265,30.136645800420776,536614,509884,990943,29669991,17765854,5,1,1,0
295.0,295.7384871457647,30.25441317369183,513737,496976,983806,29713779,17801226,5,1,1,0
296.0,296.6410276827742,30.378115364924383,523833,497157,1077251,29760253,17830801,4,1,1,0
297.0,297.4829500427268,30.458112008174066,520033,499670,1086894,29816513,17860558,3,1,1,0
298.0,298.6593797108255,30.595569740958393,517282,500335,985620,29873951,17889530,5,1,1,0
299.0,299.5161445521573,30.676040901288662,524755,498066,1013657,29918210,17918065,4,1,1,0
300.0,300.41991996644964,30.750424113226313,524951,499912,996759,29965919,17952697,5,1,1,0
301.0,301.49636283827743,30.887133794774364,515752,499801,1125761,30015538,17986855,5,1,1,0
302.0,302.5804238134318,30.961835778586007,523046,500874,981343,30068466,18018189,3,1,1,0
303.0,303.44473129527285,31.053386024829187,505190,488212,946359,30109667,18047866,5,1,1,0
304.0,304.5703837595791,31.14017830783287,519613,509404,1027803,30151652,18079724,3,1,1,0
305.0,305.57449866724966,31.279984490088697,528456,499263,991238,30204100,18109945,3,1,1,0
306.0,306.7138813384957,31.375508063917493,524017,502903,976078,30244355,18139374,3,1,1,0
307.0,307.5487954944347,31.494938957247115,514775,493109,946338,30292121,18170389,5,1,1,0
308.0,308.3659274940722,31.624342847711496,519539,497644,1068208,30342931,18199065,3,1,1,0
309.0,309.42072364666996,31.737133205786215,517509,496638,1058221,30395010,18229822,5,1,1,0
310.0,310.2807331655139,31.881502655618707,523381,507348,1078200,30444301,18260435,3,1,1,0
311.0,311.2907127838072,32.01175340854431,526330,497070,1110198,30492472,18292243,4,1,1,0
312.0,312.09635628752096,32.101774071311795,526393,503790,1016226,30546695,18320386,3,1,1,0
313.0,313.20832799174025,32.24685525563756,520014,496747,1127062,30598121,18352516,4,1,1,0
314.0,314.36814005981165,32.3493127389647,516746,497736,1081695,30644886,18379797,4,1,1,0
315.0,315.5036931645974,32.40157047125919,514490,498772,1091689,30695075,18408080,5,1,1,0
316.0,316.68703428985754,32.47757179922448,517851,506419,1081472,30746990,18436493,5,1,1,0
317.0,317.84827259172107,32.5897447579282,507233,490550,985749,30805582,18463277,5,1,1,0
318.0,318.82587979903724,32.655426248160644,506765,493421,969550,30859513,18496324,4,1,1,0
319.0,319.7852190824147,32.763833052649964,513052,490263,1010204,30915586,18523417,3,1,1,0
320.0,320.9436925496033,32.84999285488072,521842,494562,959570,30962533,18551320,3,1,1,0
321.0,322.1144680677462,32.953431402886544,511866,495941,1013758,31009912,18585086,5,1,1,0
322.0,323.30360244707344,33.003618887673866,508316,491927,923741,31058735,18613374,4,1,1,0
323.0,324.41092934101056,33.138461023140735,519564,496329,936036,31108017,18642810,5,1,1,0
324.0,325.2917248729871,33.22465357191829,502650,489926,1092057,31152977,18669774,4,1,1,0
325.0,326.4697065274314,33.288669415346085,523207,494910,1086040,31209307,18702273,4,1,1,0
326.0,327.6485631141579,33.38246100104659,523486,506002,1059923,31263724,18734813,5,1,1,0
327.0,328.7150156597231,33.481078730395474,514090,502017,995505,31312195,18767030,5,1,1,0
328.0,329.8579277662629,33.594819001445096,514456,500937,1043428,31365404,18798642,3,1,1,0
329.0,330.88239833472846,33.69727524548033,523353,494986,1128680,31416518,18828863,4,1,1,0
330.0,332.0600491128931,33.751627603687034,507032,492319,1044969,31470117,18857290,3,1,1,0
331.0,332.89762367152997,33.88877883589481,517284,494304,1055774,31513396,18884845,5,1,1,0
332.0,334.04320915012386,33.984429729073504,512901,499783,1017638,31562668,18918715,3,1,1,0
333.0,334.8654106017387,34.042128506326804,518343,504340,1004694,31612377,18951009,5,1,1,0
334.0,335.8010534226259,34.169411329979724,532345,504511,1106969,31665496,18978929,5,1,1,0
335.0,336.655183679672,34.28542677185803,516195,503153,1131702,31712353,19009049,3,1,1,0
336.0,337.64683771665716,34.40037054913495,506610,496312,997973,31749854,19038148,4,1,1,0
337.0,338.5397361798542,34.493061949308505,520152,500122,1017876,31794445,19064764,3,1,1,0
338.0,339.72056513158776,34.5841116555706,525560,498393,1036008,31844140,19095297,4,1,1,0
339.0,340.7442936650491,34.68774551920934,515480,498994,1015609,31894459,19124050,4,1,1,0
340.0,341.9033859595706,34.74280496049925,523004,510185,1148649,31952878,19151193,4,1,1,0
341.0,342.81460934719104,34.82270073692104,520312,491189,1083660,32005792,19176755,5,1,1,0
342.0,343.6250003711697,34.97149015427728,522306,498826,1015192,32056200,19202064,4,1,1,0
343.0,344.73526237264326,35.08770940319008,533399,506058,1039383,32106038,19230950,4,1,1,0
344.0,345.81621343663204,35.17960281973181,517346,492670,1020371,32161559,19260694,3,1,1,0
345.0,346.8344100949017,35.25183913002586,520591,496781,944710,32208608,19288068,5,1,1,0
346.0,347.9605471867934,35.37636006621588,514952,497354,1035634,32257907,19320021,3,1,1,0
347.0,349.09658093585267,35.4523890971865,515333,498883,1094853,32302460,19349824,4,1,1,0
348.0,350.13174225905993,35.51862610757113,515970,492020,1065081,32359555,19381555,3,1,1,0
349.0,351.3181133758015,35.58407759759456,527455,502976,991283,32411517,19411006,3,1,1,0
350.0,352.4059981548484,35.70700392551103,532536,503331,1113647,32457980,19438645,4,1,1,0
351.0,353.4767483053135,35.821284950939905,524023,502541,1094048,32507407,19468987,5,1,1,0
352.0,354.42131702233695,35.878265560877026,511402,495648,974229,32559956,19495199,3,1,1,0
353.0,355.22222045377697,35.93976984241325,520240,500432,1066050,32608702,19526817,4,1,1,0
354.0,356.11859752333464,36.05315452914861,517576,495502,1058123,32656030,19554006,5,1,1,0
355.0,357.2241657260605,36.160266139335825,516809,498337,1103862,32702758,19586760,4,1,1,0
356.0,358.30811422783535,36.27886604537301,537146,510767,996099,32754453,19615745,3,1,1,0
357.0,359.2405230857674,36.34666993620933,522191,500478,980641,32802663,19648933,3,1,1,0
358.0,360.2907562755828,36.469328726831044,504130,494062,1005430,32850394,19675565,5,1,1,0
359.0,361.168871267372,36.6129383735641,522337,500901,949430,32893714,19703531,3,1,1,0
360.0,362.07432235507963,36.72304340501764,515606,493241,1013805,32944102,19734674,3,1,1,0
361.0,363.2532855926406,36.79265640698192,521970,494004,1104118,32993196,19768186,3,1,1,0
362.0,364.21855782181484,36.91061079251033,512878,494794,953690,33041588,19803186,5,1,1,0
363.0,365.1165528595344,36.994918960864936,519172,497778,1030027,33092582,19833310,4,1,1,0
364.0,366.11139615827,37.049847735503505,524367,504684,1151462,33146322,19868823,5,1,1,0
365.0,367.06620251018495,37.130081605038754,523644,502891,1048528,33199829,19897954,4,1,1,0
366.0,368.15801412512457,37.27064011523377,514020,502614,1027696,33252593,19931250,3,1,1,0
367.0,369.3428605677209,37.36175404725137,522143,494505,1056567,33301390,19958424,3,1,1,0
368.0,370.37955553750396,37.498220581054476,525348,497293,984715,33348555,19989684,3,1,1,0
369.0,371.41601441227874,37.59908651540675,522378,501360,971030,33393335,20012659,3,1,1,0
