wtime	utime	stime	rss	pss	vmem	rchar	wchar	nthreads	nprocs
335.0	332.83945989592786	33.067818757425236	514396	493917	1131431	30440965	18406650	3	1
336.0	333.85905112253965	33.13983186544854	515210	496644	1053814	30491278	18436995	3	1
337.0	335.0368629888807	33.23650715804044	514234	501560	1108644	30541816	18467480	3	1
338.0	336.01257181360495	33.38555137593297	518434	505776	1121603	30592891	18500598	5	1
339.0	336.9199772726609	33.53517788222688	532265	503043	1126583	30646754	18527340	4	1
340.0	337.7752920732585	33.68314005033931	507734	488543	1007533	30699530	18557867	3	1
341.0	338.8547455007332	33.77544868896934	530674	501521	972440	30749751	18591737	3	1
342.0	340.0443893483254	33.83351672681081	513641	500360	927801	30795705	18616533	4	1
343.0	340.855726856554	33.91587407053574	523245	502069	1041718	30846044	18647072	3	1
344.0	341.95190499846524	33.98964550807284	522464	508081	1043740	30895904	18675316	4	1
345.0	343.1226771434891	34.041058165563825	504436	489683	990181	30946870	18704204	4	1
346.0	343.9525897571801	34.10058152659266	507582	497044	1029006	31007902	18731490	3	1
347.0	344.7966577752225	34.19590072009757	515406	502954	1041567	31055283	18760981	3	1
348.0	345.8734406146024	34.279866966478	519980	492092	1109974	31107395	18796505	4	1
349.0	346.93262596496066	34.34790233864145	524052	507379	966072	31162737	18822711	4	1
350.0	347.7601569310872	34.46951233570732	524086	501841	990559	31213227	18849203	3	1
351.0	348.8939260319477	34.55522389529698	523696	504232	1108771	31274916	18875297	4	1
352.0	349.9032955710856	34.690410680871636	515051	497145	1101764	31323026	18910479	4	1
353.0	351.06617452042025	34.764508396897945	524874	504068	1153637	31374647	18939092	3	1
354.0	352.21737087281736	34.868347745906604	519233	505342	1115919	31420653	18969015	4	1
355.0	353.3423739804374	34.936761667621525	531005	501164	1144827	31468895	18997807	3	1
356.0	354.34873353893516	35.03629172926011	527599	501172	1016019	31520140	19024974	3	1
357.0	355.24941779563494	35.10153838015795	526251	501351	1031802	31574371	19054268	3	1
358.0	356.2518079971994	35.1676962425951	514891	495683	982017	31625967	19091643	3	1
359.0	357.09213254832014	35.2789185802993	512300	499262	1046384	31682262	19125819	3	1
360.0	358.1556710077095	35.35529718451687	527607	499237	1147821	31731787	19153260	5	1
361.0	359.0092618954011	35.422533907173296	518809	501916	1005377	31780126	19185203	3	1
362.0	360.0137310804014	35.5655107321868	516111	504999	1043990	31843646	19212708	5	1
363.0	360.8354838700681	35.619811057260804	511377	494707	981087	31895618	19237379	5	1
364.0	361.755288866178	35.726325868530395	525231	499374	981090	31942020	19270438	5	1
365.0	362.64812105044587	35.83115225271372	530194	507407	995743	31988549	19303918	5	1
366.0	363.69613366753055	35.90621314015403	521112	496282	950081	32033835	19337056	3	1
367.0	364.8108483523396	36.00149031466531	521548	495888	1136828	32088518	19365647	4	1
368.0	365.63376953415576	36.060264092973576	515279	501011	1010541	32136696	19395146	5	1
369.0	366.7738830082179	36.18239110756596	532938	504221	1137102	32187333	19427396	4	1
370.0	367.9181900861998	36.25456082240365	518819	500057	1075269	32237016	19458570	3	1
371.0	368.855097715915	36.3238993583863	529727	506644	994176	32290673	19487389	4	1
372.0	369.9186993423031	36.40538720621405	514416	504283	962053	32336439	19512532	5	1
373.0	370.8797445549845	36.54562419824037	534327	504209	1135337	32381062	19542874	5	1
374.0	371.74142090786034	36.675270863068725	518475	502770	988153	32432183	19576111	4	1
375.0	372.7528858752856	36.8199600921821	523141	511638	1132764	32485188	19602518	3	1
376.0	373.58742974508624	36.93515632678541	518100	498974	961605	32536851	19634434	3	1
377.0	374.73881860724464	37.05144847788862	502310	489982	1040327	32582803	19665429	3	1
378.0	375.9085345110085	37.14945157783124	521277	508021	1108125	32636191	19697679	4	1
379.0	377.03717976581305	37.289970210167944	520253	497711	985413	32682471	19730295	3	1
380.0	378.06219101411546	37.39105792509498	518417	500539	990427	32729864	19758212	4	1
381.0	379.08523045056563	37.47656393217448	535357	506547	1170187	32775144	19783361	3	1
382.0	380.279073401206	37.59060143316624	508109	491988	968374	32831650	19811760	3	1
383.0	381.1782340771385	37.69521538250634	517958	493741	1021405	32884817	19844428	3	1
384.0	382.00861342350055	37.75761736403733	510907	491993	1008024	32937842	19872802	3	1
385.0	383.033389792941	37.846889905428576	519044	496029	986813	32994078	19900720	5	1
386.0	383.9649040320651	37.92822244653802	524288	502198	1106415	33058141	19925255	5	1
387.0	384.8938395411883	38.062905824039134	522178	502620	1101138	33099595	19960513	5	1
388.0	385.6966736828563	38.150790079736446	530462	501381	1035106	33145903	19992991	4	1
389.0	386.73516944667546	38.282945603000336	509552	492936	1087410	33192822	20025300	3	1
390.0	387.6407829275857	38.37718456239043	501681	488449	945784	33238568	20058203	5	1
391.0	388.5159263468628	38.50253461873499	523846	500271	943825	33283180	20089934	4	1
392.0	389.33209911942	38.56606281158611	524434	497641	1063797	33331682	20119201	5	1
393.0	390.2778437500102	38.708527833551955	513151	502296	1127718	33375599	20148709	4	1
394.0	391.4294312989648	38.80658382263184	522635	503509	948823	33427274	20177427	4	1
395.0	392.3640996220038	38.88256364719447	528579	500691	995420	33477533	20215331	4	1
396.0	393.4357293060516	38.95671260783095	528983	503800	1061968	33529938	20246999	3	1
397.0	394.5383480914124	39.03322033668845	531050	501146	1127938	33582476	20275607	4	1
398.0	395.4695884150885	39.119892753980245	523387	502650	960739	33635491	20307004	5	1
399.0	396.5982447090933	39.24164470724781	519513	496476	1017255	33683624	20333971	3	1
400.0	397.6749965729601	39.38660501153789	515122	499101	1081155	33744230	20368485	3	1
401.0	398.69869346444045	39.50350875455025	529991	500983	1032750	33795402	20396501	5	1
402.0	399.4990904500607	39.608225381644665	521571	504102	978225	33836090	20428005	4	1
403.0	400.3131267564298	39.70308516244638	522703	498031	981741	33881078	20461203	5	1
404.0	401.50947309407223	39.83590460915014	520762	502605	1022788	33922375	20492357	4	1
405.0	402.62238666347366	39.97087032939475	519850	498670	1035421	33972462	20522640	4	1
406.0	403.79741276698286	40.050174096838035	523779	499412	1123362	34021853	20552673	5	1
407.0	404.95833404895006	40.19551612170338	524493	504147	1078831	34069511	20582503	4	1
408.0	405.7665112422072	40.28502765802401	517615	490034	1074653	34129566	20610773	3	1
409.0	406.8832501581236	40.415035464943166	511665	493517	1122181	34182310	20639425	4	1
410.0	407.86370845572804	40.56171745275139	515190	492589	1012213	34235941	20673864	3	1
411.0	408.97953173732833	40.68208326283695	504786	488331	990057	34281286	20703538	4	1
412.0	409.78221805099366	40.748238335482064	514648	496608	1116447	34326290	20731181	5	1
413.0	410.6974977714739	40.856852030999455	522689	503747	992246	34376474	20759632	3	1
414.0	411.7980272817904	40.918729743309015	511056	498575	1069091	34427339	20792933	5	1
415.0	412.915235597231	41.04764394729591	512846	500988	1077916	34468057	20824960	4	1
416.0	413.96312143771684	41.1257754646833	529050	505446	972984	34517156	20856641	3	1
417.0	414.88362391349534	41.2452969469893	530055	506638	1053375	34567226	20885868	3	1
418.0	415.8077689500105	41.38630591440232	522896	499654	983162	34616150	20917588	5	1
419.0	416.9944745354673	41.45440689946934	517303	506767	969505	34662084	20945657	5	1
420.0	417.97015940716096	41.54369268332946	517006	500460	1026533	34709386	20974879	5	1
421.0	418.9490096272585	41.658404562136816	509652	495813	976377	34758502	21007788	4	1
422.0	419.96994272735475	41.75037042141776	522439	497027	1106747	34808956	21040411	4	1
423.0	420.9337436621005	41.81785231558023	519407	492597	1123499	34861979	21067465	4	1
424.0	421.95481228793943	41.870759476997115	510360	495559	1082519	34917384	21094899	4	1
425.0	422.92774645704645	41.961419291367314	521483	498209	994162	34965912	21125225	3	1
426.0	424.0584324248873	42.076340194025505	516706	504017	986730	35013631	21160403	3	1
427.0	425.22205283280664	42.183738614840756	524373	508603	997301	35065820	21184656	5	1
428.0	426.3948969367328	42.24936273881682	505685	493089	937548	35118874	21215491	4	1
429.0	427.4206154190645	42.34443208320356	517696	501964	1127293	35166703	21241363	3	1
430.0	428.3974748420503	42.43137918782168	518047	494797	1015797	35220655	21269460	5	1
431.0	429.47957086556704	42.50879942805102	530713	502373	1002983	35275553	21298367	3	1
432.0	430.6149003020854	42.63172655243706	513376	499344	1097942	35332011	21327105	4	1
433.0	431.6400931989119	42.71269175543978	511305	490845	1001994	35390903	21355504	3	1
434.0	432.72008560764084	42.81670595067308	528892	504641	959435	35436571	21385526	4	1
435.0	433.81997734792935	42.95902830420005	525857	496974	980607	35486640	21413920	4	1
436.0	434.89053485861626	43.06295590242541	519413	497330	1067757	35536696	21439532	5	1
437.0	435.98898828090796	43.174658193441466	509591	494651	1076850	35586206	21471872	5	1
438.0	436.87244641393033	43.23198279205822	519090	496728	978161	35632960	21504131	5	1
439.0	437.87179623273903	43.29979620643239	518619	502139	1123826	35675532	21536660	3	1
440.0	438.9071036545811	43.3598913263622	528520	499053	1131244	35725995	21562038	3	1
441.0	439.7080948269239	43.48637262119779	519695	501643	1111812	35772154	21592935	5	1
442.0	440.8504798304494	43.61996472928947	525603	501809	993950	35822584	21624963	5	1
443.0	441.89448963382733	43.68861025860893	517206	506603	941425	35868613	21651869	3	1
444.0	442.7461441665066	43.76053743370124	516225	498286	1108320	35913115	21681897	3	1
445.0	443.8726869955369	43.842858162650515	519711	492615	999052	35964287	21711548	4	1
446.0	444.9595097821131	43.9519659243459	527777	505336	1080659	36015041	21747074	3	1
447.0	446.06282959949857	44.0641455437259	517158	498342	1088095	36067938	21782848	3	1
448.0	447.01964658424333	44.18282093958005	534611	505572	989736	36128867	21807855	5	1
449.0	448.16132758692135	44.32334021520139	529100	501916	1117637	36180253	21845336	4	1
450.0	449.1269386197743	44.402844229251045	515767	499344	1122002	36232679	21872591	3	1
451.0	450.15514228095253	44.51872012817172	522707	501743	1093164	36277291	21905533	4	1
452.0	450.9553992024325	44.62469241274949	529937	509755	1047416	36320856	21938444	4	1
453.0	452.01334844830365	44.705276136790744	533499	510384	1147381	36378771	21965457	4	1
454.0	453.1006187651548	44.84601765545011	517040	500346	1039760	36424153	21996937	5	1
455.0	454.12746251135036	44.90556599664603	515708	500800	1081910	36468933	22026614	3	1
456.0	455.1260860381678	45.02676609932924	533938	505381	1136329	36518738	22058277	4	1
457.0	456.2500606276525	45.149553470631496	524008	495771	1100281	36568287	22088969	5	1
458.0	457.3226097145186	45.29108612340049	528621	501665	1012384	36613774	22122558	4	1
459.0	458.2338393304066	45.392944182635624	529427	499870	977924	36662250	22152785	5	1
460.0	459.41746866563864	45.47510641645755	526547	501569	997984	36718396	22182281	4	1
461.0	460.50037554331675	45.60788048344355	520915	495833	1042430	36764366	22215569	4	1
462.0	461.6955511148817	45.73496151162679	516902	492052	1034896	36807398	22247310	5	1
463.0	462.88405564138924	45.83499307306874	508840	489635	1034502	36862111	22279506	4	1
464.0	464.0516195305133	45.96177881063212	513328	494413	1005117	36914573	22307512	5	1
465.0	465.1537681470034	46.038566370839845	512443	497706	1083692	36961470	22334376	5	1
466.0	466.1975398944022	46.14751700388019	521363	498534	1128887	37003559	22362673	5	1
467.0	467.0664081598754	46.28403534935898	525778	509686	998290	37049836	22390811	3	1
468.0	468.0837487268449	46.365833799820635	520853	505529	1090985	37099563	22423169	4	1
469.0	469.1898993358026	46.46418879806371	516699	495189	1070182	37155391	22456097	5	1
470.0	470.19824219928483	46.609293283481	520001	501738	1044805	37200208	22485632	4	1
471.0	471.3455378506471	46.73911446767818	512283	497964	960742	37249785	22519925	3	1
472.0	472.18940021032375	46.877818369711235	524824	498578	1111626	37303161	22554030	3	1
473.0	473.1417763495432	46.96634307580028	528188	500926	1153695	37341255	22584760	5	1
474.0	474.1441621169807	47.11599360176374	516532	503095	1078899	37396424	22612295	3	1
475.0	475.1170922353283	47.181250162232125	508419	498303	1101818	37440511	22647021	3	1
476.0	475.96052685445693	47.28312722055376	522219	505319	1145579	37492171	22676838	5	1
477.0	476.8219381720748	47.38105455878338	519944	494290	1009118	37543405	22707216	3	1
478.0	477.95698508921697	47.5108977778634	526816	500031	1082761	37598828	22736197	5	1
479.0	478.95073879289754	47.6517595551149	526086	512988	1046687	37651582	22763528	4	1
480.0	479.77022776359865	47.7748734928057	526658	501115	1155832	37689696	22789122	5	1
481.0	480.5768242671897	47.88755511641873	519656	507166	954881	37735772	22821021	4	1
482.0	481.5662144279874	47.98029803550358	518275	500457	1018384	37786463	22848670	5	1
483.0	482.4319659183572	48.08133062721115	533050	502903	1146172	37835488	22887849	5	1
484.0	483.5140162967569	48.182260658533636	513560	499716	982759	37887876	22914591	3	1
485.0	484.632145681768	48.23429750590207	512204	499147	1083373	37941823	22940819	5	1
486.0	485.52346436515086	48.33460208638484	514414	496102	1004710	37994865	22972349	5	1
487.0	486.56033514310354	48.47019916640225	524641	502151	1150009	38043794	23006937	3	1
488.0	487.4221130004977	48.591126567516476	524156	495742	1128724	38084562	23037131	3	1
489.0	488.34354606113544	48.72069742972898	533141	503327	1023913	38132285	23068847	3	1
490.0	489.499064258808	48.80974592870583	516942	505426	1089755	38184367	23093317	3	1
491.0	490.5167034954009	48.912643252397125	514639	501832	995694	38228914	23121284	4	1
492.0	491.67105897345857	48.965991609296836	524309	498568	1070926	38282071	23148063	5	1
493.0	492.5611580951304	49.05429140351377	517752	502269	1068326	38336613	23172378	4	1
494.0	493.49316783242983	49.151733008003035	526068	498456	1121492	38387247	23202729	3	1
495.0	494.48154868781256	49.227253897962946	528164	504677	955861	38421928	23226001	4	1
496.0	495.4735807178904	49.28037799586201	502855	490842	949423	38465538	23252034	3	1
497.0	496.67263990476386	49.39941880673991	524883	498321	1094259	38524969	23280423	5	1
498.0	497.5184180323523	49.492927581824794	503303	490045	1019396	38572236	23307929	3	1
499.0	498.65920404659295	49.58449540113602	510718	492524	1020539	38612315	23339118	5	1
500.0	499.8046768623617	49.65949407653887	528150	506819	962333	38668492	23370035	4	1
501.0	500.8259563149768	49.76327711643867	524670	504475	1017498	38718558	23402716	3	1
502.0	501.76357118228043	49.85707979456575	519955	496402	1115844	38774083	23434973	5	1
503.0	502.77126162399577	49.95447824186866	515194	492487	933717	38825468	23468396	4	1
504.0	503.6882487059184	50.06256537671229	514133	485177	1006968	38877761	23498390	5	1
505.0	504.80789168529435	50.11319784143627	527107	497282	1148072	38929576	23529300	4	1
506.0	505.8072033487785	50.25396743179011	532923	512102	970108	38983063	23560835	5	1
507.0	506.9775402203295	50.311076171484615	514130	502174	1079612	39044450	23591260	4	1
508.0	508.0266167580719	50.406168646216216	521621	497202	992669	39099305	23620068	3	1
509.0	509.03234449131776	50.476905933740156	531996	502325	1142005	39141404	23649071	22	1
510.0	510.11677223290883	50.57928417067714	508306	492195	1066643	39193637	23676618	27	1
511.0	511.1183454186809	50.65730718155685	517680	498513	1115229	39249344	23707883	20	1
512.0	512.2801479588487	50.793307831363116	519011	500497	979047	39305358	23737601	23	1
513.0	513.1539263432035	50.88294381475936	510588	499569	1027567	39353225	23765612	19	1
514.0	514.3432658167018	50.996819370336205	527584	503954	1114104	39409050	23793625	24	1
515.0	515.4681420374422	51.07170734315099	518848	501723	984920	39463688	23819994	17	1
516.0	516.6124353821882	51.123647958200394	529262	503341	1001523	39526551	23852930	4	1
517.0	517.6055985151366	51.21406341176172	523017	496558	947117	39572801	23883166	5	1
518.0	518.7404791348716	51.31771206071755	531150	504489	1159718	39620264	23910578	3	1
519.0	519.6631887683025	51.41366677584372	526776	508144	1097806	39668733	23943003	3	1
520.0	520.7679680397281	51.55986821222561	511420	495149	1050572	39716282	23971322	5	1
521.0	521.6241481030837	51.68055212961021	520316	495561	1091414	39761832	23997102	4	1
522.0	522.5469688694687	51.83011910967275	533054	506678	1072849	39798019	24030166	5	1
523.0	523.5252619348126	51.90962511870415	518830	499043	1032707	39845845	24058555	4	1
524.0	524.45418982207	52.038530446664865	535270	507019	1059736	39897692	24087328	5	1
525.0	525.4089966683197	52.14408629341953	510608	497787	1049900	39945226	24117452	5	1
526.0	526.5370385662332	52.255262328864376	535257	507275	1006613	40004903	24150879	5	1
527.0	527.43970892309	52.40384764890861	512595	500657	1104756	40054970	24180939	3	1
528.0	528.5378213919519	52.51924636888372	514395	501291	1092936	40111425	24207342	4	1
529.0	529.3673062195966	52.65912805811741	528823	507823	1025826	40162732	24238974	3	1
530.0	530.4736018626025	52.781703081589335	509500	498191	1035021	40216864	24267519	3	1
531.0	531.5904111597345	52.84444169376181	506246	495294	939801	40268260	24303183	3	1
532.0	532.5510906699354	52.96438406479404	507722	497757	1111373	40325104	24333179	4	1
533.0	533.6400817992024	53.06281562366259	521072	502261	1126119	40375384	24356474	4	1
534.0	534.8061371607005	53.204695422960825	517264	492171	1121822	40427864	24387546	5	1
535.0	535.9264223501223	53.33537886767987	513952	503187	993400	40479696	24423380	3	1
536.0	536.8826009542811	53.39579233644059	520227	497306	971604	40528255	24458108	4	1
537.0	537.8762863599931	53.45918390080595	532505	505739	1003617	40580279	24493601	5	1
538.0	538.9880293779074	53.51614500098581	501068	488028	919962	40641451	24520541	5	1
539.0	539.905067213847	53.61546948846027	508902	496067	940474	40690099	24553278	3	1
540.0	541.0266203099706	53.67354666438101	518324	491567	947768	40742197	24581112	5	1
541.0	541.957848766995	53.79591449803848	522112	495868	1146522	40798486	24611785	3	1
542.0	543.0802449999492	53.90115035618352	522068	501238	955188	40854187	24637966	4	1
543.0	543.9149651772894	54.034738857938834	525440	499103	973650	40904245	24666032	4	1
544.0	544.7327240960536	54.11271843680596	510558	498733	1087949	40942329	24694004	5	1
545.0	545.9317942750016	54.21463251522208	517065	499204	1050726	40994912	24726699	5	1
546.0	547.0795771242955	54.276380483813135	525823	501016	1109364	41033815	24759102	5	1
547.0	548.232716125682	54.41484148407816	509953	494957	1046610	41091164	24789932	5	1
548.0	549.4132281047247	54.48234198030714	528757	503534	1138346	41142012	24815881	4	1
549.0	550.3885546284905	54.54257820544218	523529	503313	1076056	41197010	24844946	5	1
550.0	551.3032888503626	54.6130832652945	527026	501925	1058717	41242500	24872707	3	1
551.0	552.1552988483697	54.743706414166795	522183	502782	1088805	41284737	24905316	4	1
552.0	553.1557825017851	54.80428786693526	518891	501482	1026864	41336041	24938851	3	1
553.0	554.0438018299758	54.915730616419076	524851	510175	1017386	41385873	24972020	5	1
554.0	555.2180221726716	55.04034874648059	513719	499564	1020792	41433415	24999755	5	1
555.0	556.0196234376486	55.16545686252888	523417	498464	977684	41483838	25021536	5	1
556.0	556.8769021327458	55.23446295118969	508517	496232	1077359	41547676	25046235	5	1
557.0	557.7754924739792	55.29062535102745	506437	494838	964399	41601848	25080500	3	1
558.0	558.6550751586165	55.38550598940467	507135	493777	943987	41657096	25109296	5	1
559.0	559.5453865332483	55.45575452392912	508942	495556	966248	41711315	25137044	4	1
560.0	560.6078055752728	55.575681604830514	526090	499646	1124163	41768713	25171972	5	1
561.0	561.538810406598	55.66135088479606	519701	501671	1004105	41817762	25205767	5	1
562.0	562.5848201593594	55.756286278899374	530078	500255	1099605	41857488	25235841	4	1
563.0	563.7409233328179	55.817634772209544	508818	496172	1090177	41906546	25264961	3	1
564.0	564.7819460390282	55.92438980086436	527779	504500	966415	41960604	25294564	4	1
565.0	565.8597591555427	55.992942219827555	522811	503697	1101047	42005755	25325246	4	1
566.0	566.8059604748313	56.110840785919045	517031	499201	994286	42054873	25360046	5	1
567.0	567.6698558618804	56.167957668173834	524057	496735	988712	42101415	25391313	4	1
568.0	568.5980894868603	56.31554712740196	532415	502742	1105061	42158925	25423491	4	1
569.0	569.7838025463419	56.43399982526054	528448	500939	1143519	42212672	25456999	4	1
570.0	570.8325271001231	56.50217278204173	506404	492759	971288	42265930	25483490	3	1
571.0	571.7435315478967	56.553582246587915	514066	499660	1042286	42319038	25515755	3	1
572.0	572.7238976547616	56.63702853580844	524492	501310	1004892	42368851	25544871	3	1
573.0	573.858102869734	56.70230986221366	511141	495501	1033381	42419839	25567323	4	1
574.0	574.9254802980163	56.774150995525616	525690	500949	1077005	42463913	25590938	4	1
575.0	575.949741434308	56.91142602136941	513744	492725	1050161	42502981	25617884	5	1
576.0	577.1038065849615	57.02174648737449	527979	506680	1082051	42553731	25649478	5	1
577.0	578.1727824138482	57.089392252677385	533142	506239	988462	42605351	25679819	3	1
578.0	579.2298743061646	57.19505819274613	522886	498737	1086253	42661398	25710372	3	1
579.0	580.1057815610488	57.27063625808863	512387	501817	1060590	42719254	25746225	4	1
580.0	580.9483370342538	57.41825634452444	498674	487950	1033770	42777104	25772418	5	1
581.0	582.1343938810767	57.471532067550804	515994	494218	944078	42822114	25802335	3	1
582.0	583.1739372291169	57.594763909767586	518197	498531	1025374	42870353	25833249	3	1
583.0	584.1402105927755	57.72206361238673	509680	494639	1000814	42922755	25861040	3	1
584.0	585.1758189211396	57.778779888782495	522076	503571	957845	42985414	25891125	4	1
585.0	586.0005437055682	57.84596682520563	535647	509986	1011809	43042815	25916325	5	1
586.0	587.1293946151299	57.93439749111602	520336	494116	1028386	43098412	25950555	5	1
587.0	588.0160528293555	58.07121297376893	516859	495812	1083938	43146473	25978510	4	1
588.0	589.1378712318827	58.17491296761078	518926	501177	983274	43192057	26014604	3	1
589.0	590.1516226091882	58.29044365261151	523717	508055	1116514	43246001	26044507	4	1
590.0	591.062251414651	58.41874493615719	514076	493888	1037570	43290498	26077591	4	1
591.0	591.8743353939478	58.55155721499094	517580	501245	1089077	43339306	26107431	3	1
592.0	593.0006687360785	58.649185669299314	530776	509106	1055725	43388732	26137339	5	1
593.0	593.8712527926663	58.750064983176664	514885	491741	1029605	43446696	26165587	5	1
594.0	594.6919748389222	58.87186556888544	504771	493594	1033714	43494923	26195944	3	1
595.0	595.7943259312525	58.948199804759	507860	497881	1102661	43532727	26226898	3	1
596.0	596.7343432202017	59.08364877839555	511568	497397	1021461	43585249	26254545	3	1
597.0	597.6900768224384	59.135727460843135	532179	504063	1070460	43631754	26284170	5	1
598.0	598.5889038573507	59.20530462106411	524189	501208	1069765	43681967	26312340	4	1
599.0	599.7325752488294	59.33532461536776	504325	491125	1056565	43731533	26349239	3	1
